"id","salesforce","featured","page_title","meta_description","meta_keywords","image","paragraph","paragraph2","paragraph3","paragraph4","paragraph5","paragraph6","paragraph7","paragraph8","paragraph9","paragraph10"
"39","equipment-reliability-engineer-jobs",,"Equipment Engineer Jobs | Equipment Jobs | JobContax"," JobContax Recruitment - Equipment Engineer Jobs in Ireland and worldwide. To Apply for Equipment Engineer Jobs visit our website or call +353-1-7978758","Equipment Engineer Jobs, Equipment Jobs",,"JobContax is a technical recruitment agency which specialises in Equipment - Reliability Engineer Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"40","estimator-estimating-jobs",,"Estimator Jobs | Estimating Jobs  | JobContax"," JobContax Recruitment - Estimator Jobs in Ireland and worldwide. To Apply for Estimator Jobs visit our website or call +353-1-7978759","Estimator Jobs, Estimating Jobs ",,"JobContax is a technical recruitment agency which specialises in Estimator - Estimating Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"41","financial-jobs",,"Financial Jobs | Accountant Jobs | CFO Jobs | JobContax"," JobContax Recruitment - Financial Jobs in Ireland and worldwide. To Apply for Financial Jobs visit our website or call +353-1-7978760","Financial Jobs, Accountant Jobs, CFO Jobs",,"JobContax is a technical recruitment agency which specialises in Financial Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"42","geotechnical-engineer-jobs",,"Geologist Jobs | Geolophysicist Jobs | JobContax"," JobContax Recruitment - Geologist Jobs in Ireland and worldwide. To Apply for Geologist Jobs visit our website or call +353-1-7978761","Geologist Jobs, Geolophysicist Jobs",,"JobContax is a technical recruitment agency which specialises in Geotechnical Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"43","health-and-safety-hse-ehs-jobs",,"Health Safety Jobs | H&S Jobs | EHS Jobs | JobContax"," JobContax Recruitment - Health Safety Jobs in Ireland and worldwide. To Apply for Health Safety Jobs visit our website or call +353-1-7978762","Health Safety Jobs, H&S Jobs, EHS Jobs",,"JobContax is a technical recruitment agency which specialises in Health and Safety - HSE - EHS Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"44","hvac-engineer-jobs",,"HVAC Engineer Jobs | HVAC Jobs | JobContax"," JobContax Recruitment - HVAC Engineer Jobs in Ireland and worldwide. To Apply for HVAC Engineer Jobs visit our website or call +353-1-7978763","HVAC Engineer Jobs, HVAC Jobs",,"JobContax is a technical recruitment agency which specialises in HVAC Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"45","industrial-engineer-jobs",,"Industrial Engineer Jobs | Industrial Jobs | JobContax"," JobContax Recruitment - Industrial Engineer Jobs in Ireland and worldwide. To Apply for Industrial Engineer Jobs visit our website or call +353-1-7978764","Industrial Engineer Jobs, Industrial Jobs",,"JobContax is a technical recruitment agency which specialises in Industrial Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"46","infrastructure-jobs",,"Infrastructure Jobs | Infrastructure Engineer Jobs | JobContax"," JobContax Recruitment - Infrastructure Jobs in Ireland and worldwide. To Apply for Infrastructure Jobs visit our website or call +353-1-7978765","Infrastructure Jobs, Infrastructure Engineer Jobs",,"JobContax is a technical recruitment agency which specialises in Infrastructure Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"47","injection-moulding-jobs",,"Injection Moulding Jobs | Plastics Jobs | JobContax"," JobContax Recruitment - Injection Moulding Jobs in Ireland and worldwide. To Apply for Injection Moulding Jobs visit our website or call +353-1-7978766","Injection Moulding Jobs, Plastics Jobs",,"JobContax is a technical recruitment agency which specialises in Injection Moulding Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"48","instrumentation-ic-jobs",,"Instrumentation Engineer Jobs | I&C Jobs | JobContax"," JobContax Recruitment - Instrumentation Engineer Jobs in Ireland and worldwide. To Apply for Instrumentation Engineer Jobs visit our website or call +353-1-7978767","Instrumentation Engineer Jobs, I&C Jobs",,"JobContax is a technical recruitment agency which specialises in Instrumentation - I&C Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"49","laboratory-lab-lims-jobs",,"Laboratory Jobs | Lab Jobs | LIMS Jobs | JobContax"," JobContax Recruitment - Laboratory Jobs in Ireland and worldwide. To Apply for Laboratory Jobs visit our website or call +353-1-7978768","Laboratory Jobs, Lab Jobs, LIMS Jobs",,"JobContax is a technical recruitment agency which specialises in Laboratory - Lab - LIMS Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"50","lineman-jobs",,"Lineman Jobs | Linesman Jobs | JobContax"," JobContax Recruitment - Lineman Jobs in Ireland and worldwide. To Apply for Lineman Jobs visit our website or call +353-1-7978769","Lineman Jobs, Linesman Jobs",,"JobContax is a technical recruitment agency which specialises in Lineman Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"51","maintenance-engineer-jobs",,"Maintenance Engineer Jobs | Maintenance Jobs | JobContax"," JobContax Recruitment - Maintenance Engineer Jobs in Ireland and worldwide. To Apply for Maintenance Engineer Jobs visit our website or call +353-1-7978770","Maintenance Engineer Jobs, Maintenance Jobs",,"JobContax is a technical recruitment agency which specialises in Maintenance Engineer Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"52","manufacturing-engineer-jobs",,"Manufacturing Engineer Jobs | Manufacturing Jobs | JobContax"," JobContax Recruitment - Manufacturing Engineer Jobs in Ireland and worldwide. To Apply for Manufacturing Engineer Jobs visit our website or call +353-1-7978771","Manufacturing Engineer Jobs, Manufacturing Jobs",,"JobContax is a technical recruitment agency which specialises in Manufacturing Engineer Jobs. JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India. Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more. If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"53","manufacturing-jobs",,"Manufacturing Jobs Ireland | Manufacturing Jobs | JobContax"," JobContax Recruitment - Manufacturing Jobs in Ireland and worldwide. To Apply for Manufacturing Jobs visit our website or call +353-1-7978772","Manufacturing Jobs Ireland, Manufacturing Jobs",,"JobContax is a technical recruitment agency which specialises in Manufacturing Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"54","mechanical-engineer-jobs",,"Mechanical Engineer Jobs | MEP Engineer Jobs | JobContax"," JobContax Recruitment - Mechanical Engineer Jobs in Ireland and worldwide. To Apply for Mechanical Engineer Jobs visit our website or call +353-1-7978773","Mechanical Engineer Jobs, MEP Engineer Jobs",,"JobContax is a technical recruitment agency which specialises in Mechanical Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"55","medical-device-jobs",,"Medical Device Jobs Ireland | Med Dev Jobs | JobContax"," JobContax Recruitment - Medical Device Jobs in Ireland and worldwide. To Apply for Medical Device Jobs visit our website or call +353-1-7978774","Medical Device Jobs Ireland, Med Dev Jobs",,"JobContax is a technical recruitment agency which specialises in Medical Device Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"56","mep-jobs",,"MEP Jobs | MEP Jobs Ireland | MEP Engineer Jobs | JobContax"," JobContax Recruitment - MEP Jobs in Ireland and worldwide. To Apply for MEP Jobs visit our website or call +353-1-7978775","MEP Jobs, MEP Jobs Ireland, MEP Engineer Jobs",,"JobContax is a technical recruitment agency which specialises in MEP Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"57","microbiology-microbiologist-jobs",,"Microbiologist Jobs | Microbiology Jobs Ireland | JobContax"," JobContax Recruitment - Microbiologist Jobs in Ireland and worldwide. To Apply for Microbiologist Jobs visit our website or call +353-1-7978776","Microbiologist Jobs, Microbiology Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in Microbiology - Microbiologist Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"58","mining-jobs",,"Mining Jobs | Mining Vacancies | JobContax"," JobContax Recruitment - Mining Jobs in Ireland and worldwide. To Apply for Mining Jobs visit our website or call +353-1-7978777","Mining Jobs, Mining Vacancies",,"JobContax is a technical recruitment agency which specialises in Mining Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"59","oil-gas-jobs",,"Oil & Gas Jobs | Oil Jobs | Gas Jobs | JobContax"," JobContax Recruitment - Oil & Gas Jobs in Ireland and worldwide. To Apply for Oil & Gas Jobs visit our website or call +353-1-7978778","Oil & Gas Jobs, Oil Jobs, Gas Jobs",,"JobContax is a technical recruitment agency which specialises in Oil & Gas Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"60","operations-manager-jobs",,"Operations Manager Jobs | Operations Jobs | JobContax"," JobContax Recruitment - Operations Manager Jobs in Ireland and worldwide. To Apply for Operations Manager Jobs visit our website or call +353-1-7978779","Operations Manager Jobs, Operations Jobs",,"JobContax is a technical recruitment agency which specialises in Operations Manager Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"61","packaging-engineer-jobs",,"Packaging Engineer Jobs | Packaging Jobs | JobContax"," JobContax Recruitment - Packaging Engineer Jobs in Ireland and worldwide. To Apply for Packaging Engineer Jobs visit our website or call +353-1-7978780","Packaging Engineer Jobs, Packaging Jobs",,"JobContax is a technical recruitment agency which specialises in Packaging Engineer Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"62","petrochemical-jobs",,"Petrochemical Jobs | Petrochem Jobs | JobContax"," JobContax Recruitment - Petrochemical Jobs in Ireland and worldwide. To Apply for Petrochemical Jobs visit our website or call +353-1-7978781","Petrochemical Jobs, Petrochem Jobs",,"JobContax is a technical recruitment agency which specialises in Petrochemical Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"63","pharmaceutical-jobs",,"Pharmaceutical Jobs ireland | Pharma Jobs | JobContax"," JobContax Recruitment - Pharmaceutical Jobs in Ireland and worldwide. To Apply for Pharmaceutical Jobs visit our website or call +353-1-7978782","Pharmaceutical Jobs ireland, Pharma Jobs",,"JobContax is a technical recruitment agency which specialises in Pharmaceutical Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"64","pharmacovigilance-pv-jobs",,"Pharmacovigilance Jobs Ireland | PV Jobs | JobContax"," JobContax Recruitment - Pharmacovigilance Jobs in Ireland and worldwide. To Apply for Pharmacovigilance Jobs visit our website or call +353-1-7978783","Pharmacovigilance Jobs Ireland, PV Jobs",,"JobContax is a technical recruitment agency which specialises in Pharmacovigilance - PV Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"65","piping-jobs",,"Piping Jobs Ireland | Piping Engineer Jobs | JobContax"," JobContax Recruitment - Piping Jobs Ireland in Ireland and worldwide. To Apply for Piping Jobs Ireland visit our website or call +353-1-7978784","Piping Jobs Ireland, Piping Engineer Jobs",,"JobContax is a technical recruitment agency which specialises in Piping Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"66","planner-scheduler-jobs",,"Planner Jobs | Scheduler Jobs | Planning Jobs | JobContax"," JobContax Recruitment - Planner Jobs in Ireland and worldwide. To Apply for Planner Jobs visit our website or call +353-1-7978785","Planner Jobs, Scheduler Jobs, Planning Jobs",,"JobContax is a technical recruitment agency which specialises in Planner - Scheduler Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"67","process-engineer-jobs",,"Process Engineer Jobs | Process Engineering Jobs | JobContax"," JobContax Recruitment - Process Engineer Jobs in Ireland and worldwide. To Apply for Process Engineer Jobs visit our website or call +353-1-7978786","Process Engineer Jobs, Process Engineering Jobs",,"JobContax is a technical recruitment agency which specialises in Process Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"68","procurement-supply-chain-jobs",,"Procurement Jobs | Procurement Jobs Ireland | JobContax"," JobContax Recruitment - Procurement Jobs in Ireland and worldwide. To Apply for Procurement Jobs visit our website or call +353-1-7978787","Procurement Jobs, Procurement Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in Procurement - Supply Chain Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"69","production-engineer-jobs",,"Production Engineer Jobs | Production  Jobs | JobContax"," JobContax Recruitment - Production Engineer Jobs in Ireland and worldwide. To Apply for Production Engineer Jobs visit our website or call +353-1-7978788","Production Engineer Jobs, Production  Jobs",,"JobContax is a technical recruitment agency which specialises in Production Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"70","project-controls-jobs",,"Project Controls Jobs | Controls Jobs | JobContax"," JobContax Recruitment - Project Controls Jobs in Ireland and worldwide. To Apply for Project Controls Jobs visit our website or call +353-1-7978789","Project Controls Jobs, Controls Jobs",,"JobContax is a technical recruitment agency which specialises in Project Controls Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"71","project-engineer-jobs",,"Project Engineer Jobs | Project Engineering Jobs | JobContax"," JobContax Recruitment - Project Engineer Jobs in Ireland and worldwide. To Apply for Project Engineer Jobs visit our website or call +353-1-7978790","Project Engineer Jobs, Project Engineering Jobs",,"JobContax is a technical recruitment agency which specialises in Project Engineer Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"72","project-manager-jobs",,"Project Manager Jobs | PM Jobs Ireland | JobContax"," JobContax Recruitment - Project Manager Jobs in Ireland and worldwide. To Apply for Project Manager Jobs visit our website or call +353-1-7978791","Project Manager Jobs, PM Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in Project Manager Jobs.<br> JobContax recruits for leading EPCm's, engineering companies, contractors, developers and consulting engineers in Ireland, UK, Europe, UAE, Qatar, Saudi Arabia, Egypt, Canada, Australia, China and India.<br> Clients include Amec, BHP Billiton, Carillion, Emaar, Habtoor Leighton, Intel, Jacobs Engineering, Shell and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"73","qa-qc-analyst-jobs",,"QA Analyst Jobs  | Quality Assurance Analyst Jobs | JobContax"," JobContax Recruitment - QA Analyst Jobs in Ireland and worldwide. To Apply for QA Analyst Jobs visit our website or call +353-1-7978792","QA Analyst Jobs , Quality Assurance Analyst Jobs",,"JobContax is a technical recruitment agency which specialises in QA - QC Analyst Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"74","qa-qc-chemist-jobs",,"QA Chemistry Jobs | QA Chemist Jobs Ireland | JobContax"," JobContax Recruitment - QA Chemistry Jobs in Ireland and worldwide. To Apply for QA Chemistry Jobs visit our website or call +353-1-7978793","QA Chemistry Jobs, QA Chemist Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in QA - QC Chemist Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"75","qa-qc-microbiology-jobs",,"QA Microbiology Jobs | QA Microbiology Jobs Ireland | JobContax"," JobContax Recruitment - QA Microbiology Jobs in Ireland and worldwide. To Apply for QA Microbiology Jobs visit our website or call +353-1-7978794","QA Microbiology Jobs, QA Microbiology Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in QA - QC Microbiology Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"76","qualified-person-qp-jobs",,"Qualified Person Jobs | QP Jobs Ireland | JobContax"," JobContax Recruitment - Qualified Person Jobs in Ireland and worldwide. To Apply for Qualified Person Jobs visit our website or call +353-1-7978795","Qualified Person Jobs, QP Jobs Ireland",,"JobContax is a technical recruitment agency which specialises in Qualified Person - QP Jobs.<br> JobContax recruits for leading global multinationals, EPCm consultancies and startups, in Ireland, UK, Europe, Canada, Australia, China and India.<br> Clients include: Amgen, Coca Cola, Diageo, Genzyme, GSK, Intel, Jacobs Engineering, J&J, Novartis, Pfizer and many more.<br> If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
