"id","salesforce","featured","page_title","meta_description","meta_keywords","image","paragraph","paragraph2","paragraph3","paragraph4","paragraph5","paragraph6","paragraph7","paragraph8","paragraph9","paragraph10"
"39","Canberra",,"Jobs Canberra | Canberra Jobs | JobContax","Apply for JobContax Jobs in Canberra. Job Sectors - Engineering Jobs Canberra - Construction Jobs Canberra - Infrastructure Jobs Canberra - Design Jobs Canberra","Jobs Canberra,Canberra Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Canberra.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"40","Darwin",,"Jobs Darwin | Darwin Jobs | JobContax","Apply for JobContax Jobs in Darwin. Job Sectors - Engineering Jobs Darwin - Construction Jobs Darwin - Infrastructure Jobs Darwin - Design Jobs Darwin","Jobs Darwin,Darwin Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Darwin.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"41","Melbourne",,"Jobs Melbourne | Melbourne Jobs | JobContax","Apply for JobContax Jobs in Melbourne. Job Sectors - Engineering Jobs Melbourne - Construction Jobs Melbourne - Infrastructure Jobs Melbourne - Design Jobs Melbourne","Jobs Melbourne,Melbourne Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Melbourne.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"42","Perth",,"Jobs Perth | Perth Jobs | JobContax","Apply for JobContax Jobs in Perth. Job Sectors - Engineering Jobs Perth - Construction Jobs Perth - Infrastructure Jobs Perth - Design Jobs Perth","Jobs Perth,Perth Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Perth.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"43","Sydney",,"Jobs Sydney | Sydney Jobs | JobContax","Apply for JobContax Jobs in Sydney. Job Sectors - Engineering Jobs Sydney - Construction Jobs Sydney - Infrastructure Jobs Sydney - Design Jobs Sydney","Jobs Sydney,Sydney Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Sydney.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"44","Alberta",,"Jobs Alberta | Alberta Jobs | JobContax","Apply for JobContax Jobs in Alberta. Job Sectors - Engineering Jobs Alberta - Construction Jobs Alberta - Infrastructure Jobs Alberta - Design Jobs Alberta","Jobs Alberta,Alberta Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Alberta.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"45","British-Columbia",,"Jobs British Columbia | British Columbia Jobs | JobContax","Apply for JobContax Jobs in British Columbia. Job Sectors - Engineering Jobs British Columbia - Construction Jobs British Columbia - Infrastructure Jobs British Columbia-  Design Jobs British Columbia","Jobs British Columbia,British Columbia Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in British Columbia.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"46","Labrador",,"Jobs Labrador | Labrador Jobs | JobContax","Apply for JobContax Jobs in Labrador. Job Sectors - Engineering Jobs Labrador - Construction Jobs Labrador - Infrastructure Jobs Labrador - Design Jobs Labrador","Jobs Labrador,Labrador Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Labrador.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"47","Manitoba",,"Jobs Manitoba | Manitoba Jobs | JobContax","Apply for JobContax Jobs in Manitoba. Job Sectors - Engineering Jobs Manitoba - Construction Jobs Manitoba - Infrastructure Jobs Manitoba - Design Jobs Manitoba","Jobs Manitoba,Manitoba Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Manitoba.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"48","Newfoundland",,"Jobs Newfoundland | Newfoundland Jobs | JobContax","Apply for JobContax Jobs in Newfoundland. Job Sectors - Engineering Jobs Newfoundland - Construction Jobs Newfoundland - Infrastructure Jobs Newfoundland - Design Jobs Newfoundland","Jobs Newfoundland,Newfoundland Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Newfoundland.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"49","Nova-Scotia",,"Jobs Nova Scotia | Nova Scotia Jobs | JobContax","Apply for JobContax Jobs in Nova Scotia. Job Sectors - Engineering Jobs Nova Scotia - Construction Jobs Nova Scotia - Infrastructure Jobs Nova Scotia - Design Jobs Nova Scotia","Jobs Nova Scotia,Nova Scotia Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Nova Scotia.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"50","Ontario",,"Jobs Ontario | Ontario Jobs | JobContax","Apply for JobContax Jobs in Ontario. Job Sectors - Engineering Jobs Ontario - Construction Jobs Ontario - Infrastructure Jobs Ontario - Design Jobs Ontario","Jobs Ontario,Ontario Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Ontario.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"51","Quebec",,"Jobs Quebec | Quebec Jobs | JobContax","Apply for JobContax Jobs in Quebec. Job Sectors - Engineering Jobs Quebec - Construction Jobs Quebec - Infrastructure Jobs Quebec - Design Jobs Quebec","Jobs Quebec,Quebec Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Quebec.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"52","Saskatchewan",,"Jobs Saskatchewan | Saskatchewan Jobs | JobContax","Apply for JobContax Jobs in Saskatchewan. Job Sectors - Engineering Jobs Saskatchewan - Construction Jobs Saskatchewan - Infrastructure Jobs Saskatchewan - Design Jobs Saskatchewan","Jobs Saskatchewan,Saskatchewan Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Saskatchewan.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"53","Calgary",,"Jobs Calgary | Calgary Jobs | JobContax","Apply for JobContax Jobs in Calgary. Job Sectors - Engineering Jobs Calgary - Construction Jobs Calgary - Infrastructure Jobs Calgary - Design Jobs Calgary","Jobs Calgary,Calgary Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Calgary.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"54","Edmonton",,"Jobs Edmonton | Edmonton Jobs | JobContax","Apply for JobContax Jobs in Edmonton. Job Sectors - Engineering Jobs Edmonton - Construction Jobs Edmonton - Infrastructure Jobs Edmonton - Design Jobs Edmonton","Jobs Edmonton,Edmonton Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Edmonton.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"55","Halifax",,"Jobs Halifax | Halifax Jobs | JobContax","Apply for JobContax Jobs in Halifax. Job Sectors - Engineering Jobs Halifax - Construction Jobs Halifax - Infrastructure Jobs Halifax - Design Jobs Halifax","Jobs Halifax,Halifax Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Halifax.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"56","Hamilton",,"Jobs Hamilton | Hamilton Jobs | JobContax","Apply for JobContax Jobs in Hamilton. Job Sectors - Engineering Jobs Hamilton - Construction Jobs Hamilton - Infrastructure Jobs Hamilton - Design Jobs Hamilton","Jobs Hamilton,Hamilton Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hamilton.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"57","Montreal",,"Jobs Montreal | Montreal Jobs | JobContax","Apply for JobContax Jobs in Montreal. Job Sectors - Engineering Jobs Montreal- Construction Jobs Montreal- Infrastructure Jobs Montreal- Design Jobs Montreal","Jobs Montreal,Montreal Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Montreal.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"58","Ottawa",,"Jobs Ottawa | Ottawa Jobs | JobContax","Apply for JobContax Jobs in Ottawa. Job Sectors - Engineering Jobs Ottawa - Construction Jobs Ottawa - Infrastructure Jobs Ottawa - Design Jobs Ottawa","Jobs Ottawa,Ottawa Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Ottawa.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"59","Regina",,"Jobs Regina | Regina Jobs | JobContax","Apply for JobContax Jobs in Regina. Job Sectors - Engineering Jobs Regina - Construction Jobs Regina - Infrastructure Jobs Regina - Design Jobs Regina","Jobs Regina,Regina Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Regina.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"60","Saskatoon",,"Jobs Saskatoon | Saskatoon Jobs | JobContax","Apply for JobContax Jobs in Saskatoon. Job Sectors - Engineering Jobs Saskatoon - Construction Jobs Saskatoon - Infrastructure Jobs Saskatoon - Design Jobs Saskatoon","Jobs Saskatoon,Saskatoon Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Saskatoon.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"61","St-Johns",,"Jobs St. John's | St. John's Jobs | JobContax","Apply for JobContax Jobs in St-Johns. Job Sectors - Engineering Jobs St-Johns - Construction Jobs St-Johns - Infrastructure Jobs St-Johns  - Design Jobs St-Johns","Jobs St. John's,St. John's Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in St-Johns.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"62","Toronto",,"Jobs Toronto | Toronto Jobs | JobContax","Apply for JobContax Jobs in Toronto. Job Sectors - Engineering Jobs Toronto - Construction Jobs Toronto - Infrastructure Jobs Toronto - Design Jobs Toronto","Jobs Toronto,Toronto Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Toronto.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"63","Vancouver",,"Jobs Vancouver | Vancouver Jobs | JobContax","Apply for JobContax Jobs in Vancouver. Job Sectors - Engineering Jobs Vancouver - Construction Jobs Vancouver - Infrastructure Jobs Vancouver - Design Jobs Vancouver","Jobs Vancouver,Vancouver Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Vancouver.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"64","Windsor",,"Jobs Windsor | Windsor Jobs | JobContax","Apply for JobContax Jobs in Windsor. Job Sectors - Engineering Jobs Windsor - Construction Jobs Windsor - Infrastructure Jobs Windsor - Design Jobs Windsor","Jobs Windsor,Windsor Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Windsor.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"65","Winnipeg",,"Jobs Winnipeg | Winnipeg Jobs | JobContax","Apply for JobContax Jobs in Winnipeg. Job Sectors - Engineering Jobs Winnipeg - Construction Jobs Winnipeg - Infrastructure Jobs Winnipeg  - Design Jobs Winnipeg","Jobs Winnipeg,Winnipeg Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Winnipeg.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"66","Auckland",,"Jobs Auckland | Auckland Jobs | JobContax","Apply for JobContax Jobs in Auckland. Job Sectors - Engineering Jobs Auckland- Construction Jobs Auckland- Infrastructure Jobs Auckland- Design Jobs Auckland","Jobs Auckland,Auckland Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Auckland.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"67","Wellington",,"Jobs Wellington | Wellington Jobs | JobContax","Apply for JobContax Jobs in Wellington. Job Sectors - Engineering Jobs Wellington - Construction Jobs Wellington - Infrastructure Jobs Wellington - Design Jobs Wellington","Jobs Wellington,Wellington Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Wellington.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"68","Christchurch",,"Jobs Christchurch | Christchurch Jobs | JobContax","Apply for JobContax Jobs in Christchurch. Job Sectors - Engineering Jobs Christchurch - Construction Jobs Christchurch - Infrastructure Jobs Christchurch - Design Jobs Christchurch","Jobs Christchurch,Christchurch Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Christchurch.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"69","Beijing",,"Jobs Beijing | Beijing Jobs | JobContax","Apply for JobContax Jobs in Beijing. Job Sectors - Engineering Jobs Beijing - Construction Jobs Beijing - Infrastructure Jobs Beijing - Design Jobs Beijing ","Jobs Beijing,Beijing Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Beijing.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"70","Chengdu",,"Jobs Chengdu | Chengdu Jobs | JobContax","Apply for JobContax Jobs in Chengdu. Job Sectors - Engineering Jobs Chengdu - Construction Jobs Chengdu - Infrastructure Jobs Chengdu - Design Jobs Chengdu","Jobs Chengdu,Chengdu Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Chengdu.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"71","Chongqing",,"Jobs Chongqing | Chongqing Jobs | JobContax","Apply for JobContax Jobs in Chongqing. Job Sectors - Engineering Jobs Chongqing - Construction Jobs Chongqing - Infrastructure Jobs Chongqing  - Design Jobs Chongqing ","Jobs Chongqing,Chongqing Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Chongqing.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"72","Dalian",,"Jobs Dalian | Dalian Jobs | JobContax","Apply for JobContax Jobs in Dalian. Job Sectors - Engineering Jobs Dalian - Construction Jobs Dalian - Infrastructure Jobs Dalian - Design Jobs Dalian ","Jobs Dalian,Dalian Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Dalian.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"73","Dongguan",,"Jobs Dongguan | Dongguan Jobs | JobContax","Apply for JobContax Jobs in Dongguan. Job Sectors - Engineering Jobs Dongguan - Construction Jobs Dongguan - Infrastructure Jobs Dongguan - Design Jobs Dongguan ","Jobs Dongguan,Dongguan Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Dongguan.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"74","Fujian",,"Jobs Fujian | Fujian Jobs | JobContax","Apply for JobContax Jobs in Fujian. Job Sectors - Engineering Jobs Fujian - Construction Jobs Fujian - Infrastructure Jobs Fujian - Design Jobs Fujian ","Jobs Fujian,Fujian Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Fujian.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"75","Guangzhou",,"Jobs Guangzhou | Guangzhou Jobs | JobContax","Hangzhou","Jobs Guangzhou,Guangzhou Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Guangzhou.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
